chosenVideoID,chosenVideoRating,notChosenVideoID,notChosenVideoRating,emotionName,confidenceRating,chosenVideoAvg,notChosenVideoAvg,chosenVideoVar,notChosenVideoVar,value_difference,summed_variability,summed_value,consistent_choice,subject_id
1503,5.87,2060,4.6899999999999995,joy,,5.87,4.6899999999999995,0.2262741699796954,0.2828427124746186,1.1800000000000006,0.509116882454314,10.559999999999999,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1160,3.635,1848,3.08,joy,,3.635,3.08,0.9404520189781079,0.12727922061357835,0.5549999999999997,1.0677312395916863,6.715,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1159,4.705,1698,3.79,joy,,4.705,3.79,1.0394469683442251,0.6788225099390853,0.915,1.7182694782833106,8.495000000000001,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1206,5.335,1343,4.449999999999999,joy,,5.335,4.449999999999999,0.38890872965260165,0.028284271247461926,0.8850000000000007,0.41719300090006356,9.785,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
2060,4.6899999999999995,1428,3.825,joy,,4.6899999999999995,3.825,0.2828427124746186,0.4737615433949868,0.8649999999999993,0.7566042558696053,8.515,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
2060,4.6899999999999995,1698,3.79,joy,,4.6899999999999995,3.79,0.2828427124746186,0.6788225099390853,0.8999999999999995,0.9616652224137039,8.48,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
2060,4.6899999999999995,1343,4.449999999999999,joy,,4.6899999999999995,4.449999999999999,0.2828427124746186,0.028284271247461926,0.2400000000000002,0.31112698372208053,9.139999999999999,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1365,5.365,0452,4.205,joy,,5.365,4.205,0.03535533905932725,0.34648232278140845,1.1600000000000001,0.3818376618407357,9.57,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
0174,6.0600000000000005,1171,3.06,joy,,6.0600000000000005,3.06,0.5515432893255073,0.14142135623730964,3.0000000000000004,0.692964645562817,9.120000000000001,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1698,3.79,1343,4.449999999999999,joy,4.03,3.79,4.449999999999999,0.6788225099390853,0.028284271247461926,0.6599999999999993,0.7071067811865472,8.239999999999998,0,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1898,4.04,1848,3.08,joy,,4.04,3.08,0.6788225099390853,0.12727922061357835,0.96,0.8061017305526637,7.12,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1281,3.82,1191,2.5999999999999996,joy,,3.82,2.5999999999999996,0.5656854249492379,0.31112698372208086,1.2200000000000002,0.8768124086713187,6.42,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
0174,6.0600000000000005,0083,5.765,joy,,6.0600000000000005,5.765,0.5515432893255073,0.5868986283848344,0.2950000000000008,1.1384419177103418,11.825,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
0083,5.765,0194,6.02,joy,,5.765,6.02,0.5868986283848344,0.15556349186104027,0.2549999999999999,0.7424621202458747,11.785,0,66eiQT6v7jbX4HLVZAF9jjjAnhi2
0864,3.695,1898,4.04,joy,,3.695,4.04,0.0919238815542511,0.6788225099390853,0.3450000000000002,0.7707463914933365,7.734999999999999,0,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1343,4.449999999999999,1580,5.305,joy,4.04,4.449999999999999,5.305,0.028284271247461926,0.33234018715767716,0.8550000000000004,0.36062445840513907,9.754999999999999,0,66eiQT6v7jbX4HLVZAF9jjjAnhi2
